datetime,portfolio_value,cash,return
2024-05-15 09:30:00-04:00,100000.0,100000.0,
2024-05-16 09:30:00-04:00,100384.74884033203,50046.148376464844,0.003847488403320387
2024-05-17 09:30:00-04:00,100283.09814453125,50046.148376464844,-0.001012610949123971
2024-05-18 09:30:00-04:00,100283.09814453125,50046.148376464844,0.0
2024-05-20 09:30:00-04:00,100355.29907226562,50046.148376464844,0.0007199710526524239
2024-05-21 09:30:00-04:00,100327.75115966797,50046.148376464844,-0.0002745038164633229
2024-05-22 09:30:00-04:00,100457.90069580078,50046.148376464844,0.001297243630286049
2024-05-23 09:30:00-04:00,100677.35046386719,50046.148376464844,0.0021844948634843764
2024-05-24 09:30:00-04:00,100191.8960571289,50046.148376464844,-0.004821883020377116
2024-05-25 09:30:00-04:00,100191.8960571289,50046.148376464844,0.0
2024-05-28 09:30:00-04:00,100421.8002319336,50046.148376464844,0.002294638427379425
2024-05-29 09:30:00-04:00,99985.74768066406,50046.148376464844,-0.004342210060588658
