time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2024-05-15 09:30:00-04:00,MLTrader,996b0661908f42ecbcf3a510c2b0ee6c,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2024-05-15 09:30:00-04:00,MLTrader,996b0661908f42ecbcf3a510c2b0ee6c,SPY,buy,market,fill,1,gtc,0.0,1,stock,525.8300170898438,10.0,0.0
