time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2024-05-15 09:30:00-04:00,MLTrader,aa3359a0086d40b2b6f940c4b4b883cd,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2024-05-15 09:30:00-04:00,MLTrader,aa3359a0086d40b2b6f940c4b4b883cd,SPY,buy,market,fill,1,gtc,0.0,1,stock,525.8300170898438,95.0,0.0
