time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2024-05-15 09:30:00-04:00,MLTrader,8e6162c6a54c49099ea3b28b158db8f5,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2024-05-15 09:30:00-04:00,MLTrader,8e6162c6a54c49099ea3b28b158db8f5,SPY,buy,market,fill,1,gtc,0.0,1,stock,525.8300170898438,95.0,0.0
