time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2024-05-15 09:30:00-04:00,MLTrader,3d9755e42d5b40a5843187ae916defa3,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2024-05-15 09:30:00-04:00,MLTrader,3d9755e42d5b40a5843187ae916defa3,SPY,buy,market,fill,1,gtc,0.0,1,stock,525.8300170898438,95.0,0.0
